coupling_id,coupling_seed,n_joint_units,union_bound,independence_estimate,replay_miss_rate,event_inclusion_violations,marginals_preserved
INDEPENDENT_PERMUTATION,63,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,64,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,65,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,66,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,67,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,68,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,69,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,70,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,71,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,72,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,73,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,74,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,75,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,76,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,77,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,78,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,79,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,80,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,81,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,82,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,83,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,84,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,85,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,86,3500,0.0008571428571428,0.0,0.0,0,True
