instance_id,source,stages,menu_size,gates,risk_budget,method,feasible,bound_ns,risk_sum,frontier_peak,runtime_ns,peak_rss_bytes,seed,selected_menu_ids,calendar_signature
syn_4_6_1_11,synthetic,4,6,1,0.01,pareto_dp,True,971299,0.01,6.0,83300,,15209927104271203615,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_1_12,synthetic,4,6,1,0.01,pareto_dp,True,1142729,0.01,6.0,82500,,12970145813274751435,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_1_13,synthetic,4,6,1,0.01,pareto_dp,True,1135312,0.01,8.0,93500,,7567010045516543311,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_1_14,synthetic,4,6,1,0.01,pareto_dp,True,964476,0.01,6.0,86400,,9306612280512328830,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0025"", ""m3@0.0035""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_1_15,synthetic,4,6,1,0.01,pareto_dp,True,1055464,0.01,8.0,93300,,11813249594716438119,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_1_16,synthetic,4,6,1,0.01,pareto_dp,True,843600,0.01,6.0,83700,,16490928453622011125,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_1_17,synthetic,4,6,1,0.01,pareto_dp,True,860927,0.01,13.0,101700,,13089600727899283081,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0040"", ""m3@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_1_18,synthetic,4,6,1,0.01,pareto_dp,True,1259707,0.01,6.0,93700,,5451785134641825707,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_1_19,synthetic,4,6,1,0.01,pareto_dp,True,1009441,0.01,6.0,91900,,17935239269956578882,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_00,synthetic,4,6,4,0.01,pareto_dp,True,1893953,0.01,6.0,94600,,17020143905982036626,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
