instance_id,source,stages,menu_size,gates,risk_budget,method,feasible,bound_ns,risk_sum,frontier_peak,runtime_ns,peak_rss_bytes,seed,selected_menu_ids,calendar_signature
syn_8_6_4_16,synthetic,8,6,4,0.02,greedy_gate_catching,True,3219389,0.02,,1706400,,13793369924775696459,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0025"", ""m6@0.0030"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_17,synthetic,8,6,4,0.02,pareto_dp,True,1952172,0.02,22.0,295700,,15557261549099918744,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0025"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0045"", ""m7@0.0030""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_17,synthetic,8,6,4,0.02,equal_risk,True,3002914,0.016,,111600,,15557261549099918744,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_17,synthetic,8,6,4,0.02,proportional_risk,True,3002914,0.016,,157900,,15557261549099918744,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_17,synthetic,8,6,4,0.02,greedy_gate_catching,True,1977624,0.02,,1754700,,15557261549099918744,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0025"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0040"", ""m7@0.0035""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_18,synthetic,8,6,4,0.02,pareto_dp,True,1692182,0.02,20.0,251400,,3698608946270882472,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0030"", ""m6@0.0025"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_18,synthetic,8,6,4,0.02,equal_risk,True,1959374,0.016,,105600,,3698608946270882472,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_18,synthetic,8,6,4,0.02,proportional_risk,True,1959374,0.016,,176600,,3698608946270882472,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_18,synthetic,8,6,4,0.02,greedy_gate_catching,True,1697395,0.02,,1707300,,3698608946270882472,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0035"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_19,synthetic,8,6,4,0.02,pareto_dp,True,2226894,0.02,19.0,300700,,9591564120765068352,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0030"", ""m3@0.0025"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0025"", ""m7@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_19,synthetic,8,6,4,0.02,equal_risk,True,3460454,0.016,,107200,,9591564120765068352,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_19,synthetic,8,6,4,0.02,proportional_risk,True,3460454,0.016,,157500,,9591564120765068352,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_6_4_19,synthetic,8,6,4,0.02,greedy_gate_catching,True,3145422,0.02,,1751900,,9591564120765068352,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0030"", ""m6@0.0030"", ""m7@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_00,synthetic,16,3,1,0.04,pareto_dp,True,4033427,0.0395,37.0,638800,,17537844705103927171,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0032"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0032"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_00,synthetic,16,3,1,0.04,equal_risk,True,4937075,0.032,,127600,,17537844705103927171,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_00,synthetic,16,3,1,0.04,proportional_risk,True,4937075,0.032,,196400,,17537844705103927171,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_00,synthetic,16,3,1,0.04,greedy_gate_catching,True,4033427,0.0395,,1678000,,17537844705103927171,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0032"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0032"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_01,synthetic,16,3,1,0.04,pareto_dp,True,4153334,0.0395,45.0,612700,,15407143894166258710,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0032"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0045"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0032"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_01,synthetic,16,3,1,0.04,equal_risk,True,5753238,0.032,,124400,,15407143894166258710,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_01,synthetic,16,3,1,0.04,proportional_risk,True,5753238,0.032,,201900,,15407143894166258710,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_01,synthetic,16,3,1,0.04,greedy_gate_catching,True,4153334,0.0395,,1703200,,15407143894166258710,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0032"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0045"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0032"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_02,synthetic,16,3,1,0.04,pareto_dp,True,4132400,0.0395,34.0,583400,,9278479022326417336,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0032"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0032"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0032"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0032""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_02,synthetic,16,3,1,0.04,equal_risk,True,5618644,0.032,,125800,,9278479022326417336,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_02,synthetic,16,3,1,0.04,proportional_risk,True,5618644,0.032,,193100,,9278479022326417336,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_02,synthetic,16,3,1,0.04,greedy_gate_catching,True,4132400,0.0395,,1724300,,9278479022326417336,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0032"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0032"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0032"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0032""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_03,synthetic,16,3,1,0.04,pareto_dp,True,3494139,0.0395,33.0,498100,,5197102421572968317,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0045"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_03,synthetic,16,3,1,0.04,equal_risk,True,4135698,0.032,,122600,,5197102421572968317,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_03,synthetic,16,3,1,0.04,proportional_risk,True,4135698,0.032,,182100,,5197102421572968317,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_03,synthetic,16,3,1,0.04,greedy_gate_catching,True,3494139,0.0395,,1549100,,5197102421572968317,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0045"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_04,synthetic,16,3,1,0.04,pareto_dp,True,3406719,0.0395,27.0,431100,,16425388293394427761,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0045"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0045"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_04,synthetic,16,3,1,0.04,equal_risk,True,4631740,0.032,,115100,,16425388293394427761,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_04,synthetic,16,3,1,0.04,proportional_risk,True,4631740,0.032,,189700,,16425388293394427761,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_04,synthetic,16,3,1,0.04,greedy_gate_catching,True,3738313,0.0395,,1549000,,16425388293394427761,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0045"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_05,synthetic,16,3,1,0.04,pareto_dp,True,3547626,0.0395,51.0,576600,,8833923325014852755,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0032"", ""m3@0.0045"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0045"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0032""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_05,synthetic,16,3,1,0.04,equal_risk,True,4554483,0.032,,117800,,8833923325014852755,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_05,synthetic,16,3,1,0.04,proportional_risk,True,4554483,0.032,,180500,,8833923325014852755,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_05,synthetic,16,3,1,0.04,greedy_gate_catching,True,3852734,0.0395,,1556300,,8833923325014852755,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0045"", ""m11@0.0032"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0032"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_06,synthetic,16,3,1,0.04,pareto_dp,True,4405599,0.0395,33.0,468400,,17482358591658279600,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0032"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0032"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_06,synthetic,16,3,1,0.04,equal_risk,True,5874100,0.032,,118800,,17482358591658279600,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_06,synthetic,16,3,1,0.04,proportional_risk,True,5874100,0.032,,189800,,17482358591658279600,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_06,synthetic,16,3,1,0.04,greedy_gate_catching,True,5098652,0.0395,,1586700,,17482358591658279600,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0045"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_07,synthetic,16,3,1,0.04,pareto_dp,True,3747668,0.0395,36.0,551300,,472651686129662127,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0045"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0045"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_07,synthetic,16,3,1,0.04,equal_risk,True,4927009,0.032,,147400,,472651686129662127,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_07,synthetic,16,3,1,0.04,proportional_risk,True,4927009,0.032,,209100,,472651686129662127,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_07,synthetic,16,3,1,0.04,greedy_gate_catching,True,4019439,0.0395,,1636300,,472651686129662127,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0045"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_08,synthetic,16,3,1,0.04,pareto_dp,True,3908158,0.0395,25.0,440400,,15023985909796914665,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0045"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_08,synthetic,16,3,1,0.04,equal_risk,True,5487813,0.032,,119500,,15023985909796914665,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_08,synthetic,16,3,1,0.04,proportional_risk,True,5487813,0.032,,194000,,15023985909796914665,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_08,synthetic,16,3,1,0.04,greedy_gate_catching,True,4544171,0.0395,,1615600,,15023985909796914665,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0045"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_09,synthetic,16,3,1,0.04,pareto_dp,True,3155136,0.0395,44.0,670700,,14713346717946670986,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0032"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0032"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_09,synthetic,16,3,1,0.04,equal_risk,True,4737237,0.032,,120600,,14713346717946670986,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_09,synthetic,16,3,1,0.04,proportional_risk,True,4737237,0.032,,180800,,14713346717946670986,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_09,synthetic,16,3,1,0.04,greedy_gate_catching,True,3155136,0.0395,,1593000,,14713346717946670986,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0032"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0045"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0032"", ""m15@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_10,synthetic,16,3,1,0.04,pareto_dp,True,3811016,0.0395,33.0,478600,,3881270704196575443,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0045"", ""m3@0.0045"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0045"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_16_3_1_10,synthetic,16,3,1,0.04,equal_risk,True,4782669,0.032,,119900,,3881270704196575443,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0020"", ""m8@0.0020"", ""m9@0.0020"", ""m10@0.0020"", ""m11@0.0020"", ""m12@0.0020"", ""m13@0.0020"", ""m14@0.0020"", ""m15@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
