phase_ns,run_id,instance_id,eligibility_ns,predicted_cycle,observed_cycle,reference_match,phase_bound_ns,maxwait_bound_ns,observed_e2e_ns,wait_ns,observed_wait_ns,reschedule_count,sweep
453042,9081,34,14236629753,14236,14237,True,1085202,1835201,1085202,0,829562,1,fine
453042,9081,35,14237629449,14237,14238,True,1082795,1832794,1082795,0,829624,1,fine
453042,9081,36,14238627155,14238,14239,True,1080009,1830008,1080009,0,832149,1,fine
453042,9081,37,14239626632,14239,14240,True,1069924,1819923,1069924,0,833023,1,fine
453042,9081,38,14240624107,14240,14241,True,1075204,1825203,1075204,0,835201,1,fine
453042,9081,39,14241623430,14241,14242,True,1071636,1821635,1071636,0,836003,1,fine
453042,9082,32,14403625031,14403,14404,True,2510793,3260792,2510793,0,834321,1,fine
453042,9082,33,14404622812,14404,14405,True,1514032,2264031,1514032,0,836330,1,fine
453042,9082,34,14405622631,14405,14406,True,1069095,1819094,1069095,0,836877,1,fine
453042,9082,35,14406620899,14406,14407,True,1061114,1811113,1061114,0,838114,1,fine
453042,9082,36,14407621519,14407,14408,True,1066157,1816156,1066157,0,837024,1,fine
453042,9082,37,14408622269,14408,14409,True,1070832,1820831,1070832,0,839123,1,fine
453042,9082,38,14409622775,14409,14410,True,1068322,1818321,1068322,0,835445,1,fine
453042,9082,39,14410626465,14410,14411,True,1068172,1818171,1068172,0,833236,1,fine
453042,9083,32,14570628759,14570,14571,True,1075717,1825716,1075717,0,832004,1,fine
453042,9083,33,14571628542,14571,14572,True,1073740,1823739,1073740,0,831030,1,fine
453042,9083,34,14572629338,14572,14573,True,1077251,1827250,1077251,0,831494,1,fine
453042,9083,35,14573629739,14573,14574,True,1074294,1824293,1074294,0,829827,1,fine
453042,9083,36,14574628946,14574,14575,True,1074514,1824513,1074514,0,831346,1,fine
453042,9083,37,14575629332,14575,14576,True,1072460,1822459,1072460,0,829554,1,fine
453042,9083,38,14576627680,14576,14577,True,1077925,1827924,1077925,0,833546,1,fine
453042,9083,39,14577628828,14577,14578,True,1241918,1991917,1241918,0,981169,1,fine
453042,9084,32,14737629809,14737,14738,True,1088583,1838582,1088583,0,829455,1,fine
453042,9084,33,14738630051,14738,14739,True,1086241,1836240,1086241,0,829588,1,fine
453042,9084,34,14739630287,14739,14740,True,1085144,1835143,1085144,0,828722,1,fine
453042,9084,35,14740629081,14740,14741,True,1080025,1830024,1080025,0,830708,1,fine
453042,9084,36,14741627457,14741,14742,True,1072247,1822246,1072247,0,831550,1,fine
453042,9084,37,14742628419,14742,14743,True,1071897,1821896,1071897,0,830561,1,fine
453042,9084,38,14743627684,14743,14744,True,1070613,1820612,1070613,0,831773,1,fine
453042,9084,39,14744628090,14744,14745,True,1076301,1826300,1076301,0,832135,1,fine
453042,9085,32,14951628610,14951,14952,True,1072694,1822693,1072694,0,830335,1,fine
453042,9085,33,14952630264,14952,14953,True,1240709,1990708,1240709,0,982429,1,fine
453042,9085,34,14953746039,14954,14954,True,1077993,1174031,1077993,653961,714153,0,fine
453042,9085,35,14954630463,14954,14955,True,1084148,1834147,1084148,0,829684,1,fine
453042,9085,36,14955629882,14955,14956,True,1080018,1830017,1080018,0,828783,1,fine
453042,9085,37,14956630402,14956,14957,True,1086155,1836154,1086155,0,828742,1,fine
453042,9085,38,14957627933,14957,14958,True,1088771,1838770,1088771,0,832063,1,fine
453042,9085,39,14958627880,14958,14959,True,1084082,1834081,1084082,0,831869,1,fine
455042,9086,32,15121631436,15121,15122,True,1070483,1820482,1070483,0,827303,1,fine
455042,9086,33,15122629511,15122,15123,True,1069986,1819985,1069986,0,829410,1,fine
455042,9086,34,15123630691,15123,15124,True,1070665,1820664,1070665,0,828316,1,fine
455042,9086,35,15124634875,15124,15125,True,1081824,1831823,1081824,0,823941,1,fine
455042,9086,36,15125629921,15125,15126,True,1121776,1871775,1121776,0,829887,1,fine
455042,9086,37,15126631382,15126,15127,True,1080117,1830116,1080117,0,827137,1,fine
455042,9086,38,15127630654,15127,15128,True,1073832,1823831,1073832,0,829924,1,fine
455042,9086,39,15128629862,15128,15129,True,1072293,1822292,1072293,0,830422,1,fine
455042,9087,32,15291630554,15291,15292,True,1071442,1821441,1071442,0,828379,1,fine
455042,9087,33,15292631568,15292,15293,True,1068741,1818740,1068741,0,826673,1,fine
455042,9087,34,15293629628,15293,15294,True,1069704,1819703,1069704,0,828551,1,fine
455042,9087,35,15294629481,15294,15295,True,1069978,1819977,1069978,0,828713,1,fine
455042,9087,36,15295628968,15295,15296,True,1075989,1825988,1075989,0,830372,1,fine
455042,9087,37,15296629994,15296,15297,True,1076371,1826370,1076371,0,829647,1,fine
455042,9087,38,15297630931,15297,15298,True,1079069,1829068,1079069,0,828918,1,fine
455042,9087,39,15298631037,15298,15299,True,1078743,1828742,1078743,0,828411,1,fine
455042,9088,32,15456629843,15456,15457,True,1071623,1821622,1071623,0,829587,1,fine
455042,9088,33,15457629577,15457,15458,True,1072196,1822195,1072196,0,830412,1,fine
455042,9088,34,15458634716,15458,15459,True,1072586,1822585,1072586,0,825229,1,fine
455042,9088,35,15459633723,15459,15460,True,1082571,1832570,1082571,0,825541,1,fine
455042,9088,36,15460631684,15460,15461,True,1082165,1832164,1082165,0,827869,1,fine
455042,9088,37,15461631575,15461,15462,True,1091478,1841477,1091478,0,828006,1,fine
455042,9088,38,15462631771,15462,15463,True,1083691,1833690,1083691,0,826567,1,fine
455042,9088,39,15463630550,15463,15464,True,1080892,1830891,1080892,0,829522,1,fine
455042,9089,32,15612631140,15612,15613,True,1075131,1825130,1075131,0,830397,1,fine
455042,9089,33,15614246474,15614,15614,True,478203,1074676,478203,153526,211723,0,fine
455042,9089,34,15614633563,15614,15615,True,1084438,1834437,1084438,0,825432,1,fine
455042,9089,35,15615632782,15615,15616,True,1085839,1835838,1085839,0,826567,1,fine
455042,9089,36,15616634521,15616,15617,True,1080433,1830432,1080433,0,824004,1,fine
455042,9089,37,15617631341,15617,15618,True,1079485,1829484,1079485,0,828421,1,fine
455042,9089,38,15618629850,15618,15619,True,1078365,1828364,1078365,0,829568,1,fine
455042,9089,39,15619628617,15619,15620,True,1071721,1821720,1071721,0,828115,1,fine
455042,9090,32,15832628373,15832,15833,True,1072876,1822875,1072876,0,831052,1,fine
455042,9090,33,15833625884,15833,15834,True,1066778,1816777,1066778,0,834145,1,fine
455042,9090,34,15834623913,15834,15835,True,1077334,1827333,1077334,0,836287,1,fine
455042,9090,35,15835623016,15835,15836,True,3736674,4486673,3736674,0,831591,1,fine
455042,9090,36,15836621795,15836,15837,True,2746466,3496465,2746466,0,837550,1,fine
455042,9090,37,15837620830,15837,15838,True,1748299,2498298,1748299,0,989070,1,fine
455042,9090,38,15838728532,15839,15839,True,1162089,1240620,1162089,671468,725657,0,fine
455042,9090,39,15839614999,15839,15840,True,1152397,1902396,1152397,0,844337,1,fine
457042,9091,32,15999623294,15999,16000,True,1069222,1819221,1069222,0,835849,1,fine
457042,9091,33,16000622237,16000,16001,True,1060727,1810726,1060727,0,837069,1,fine
457042,9091,34,16001622204,16001,16002,True,1062349,1812348,1062349,0,837982,1,fine
457042,9091,35,16002623345,16002,16003,True,1061287,1811286,1061287,0,834987,1,fine
457042,9091,36,16003623707,16003,16004,True,1063045,1813044,1063045,0,835322,1,fine
457042,9091,37,16004625671,16004,16005,True,1062178,1812177,1062178,0,832360,1,fine
457042,9091,38,16005626026,16005,16006,True,1064686,1814685,1064686,0,833945,1,fine
457042,9091,39,16006629256,16006,16007,True,1059843,1809842,1059843,0,829644,1,fine
457042,9092,32,16159630396,16159,16160,True,1070363,1820362,1070363,0,828796,1,fine
457042,9092,33,16160633367,16160,16161,True,1069436,1819435,1069436,0,826483,1,fine
457042,9092,34,16161633575,16161,16162,True,1068600,1818599,1068600,0,826400,1,fine
457042,9092,35,16162632700,16162,16163,True,1067542,1817541,1067542,0,826668,1,fine
457042,9092,36,16163631702,16163,16164,True,1068395,1818394,1068395,0,826880,1,fine
457042,9092,37,16164630884,16164,16165,True,1067709,1817708,1067709,0,828223,1,fine
457042,9092,38,16165631339,16165,16166,True,1072826,1822825,1072826,0,830853,1,fine
457042,9092,39,16166633213,16166,16167,True,1075847,1825846,1075847,0,826812,1,fine
457042,9093,32,16323634097,16323,16324,True,1075232,1825231,1075232,0,826103,1,fine
457042,9093,33,16324632347,16324,16325,True,1069977,1819976,1069977,0,826554,1,fine
457042,9093,34,16325630970,16325,16326,True,1078231,1828230,1078231,0,829266,1,fine
457042,9093,35,16326629401,16326,16327,True,1069826,1819825,1069826,0,829545,1,fine
457042,9093,36,16327627592,16327,16328,True,1062438,1812437,1062438,0,831849,1,fine
457042,9093,37,16328624113,16328,16329,True,1069080,1819079,1069080,0,835437,1,fine
457042,9093,38,16329627298,16329,16330,True,1059837,1809836,1059837,0,829165,1,fine
457042,9093,39,16330627240,16330,16331,True,1064287,1814286,1064287,0,829738,1,fine
457042,9094,32,16535627131,16535,16536,True,1064316,1814315,1064316,0,832390,1,fine
457042,9094,33,16536627181,16536,16537,True,1068568,1818567,1068568,0,831787,1,fine
457042,9094,34,16537628712,16537,16538,True,1065391,1815390,1065391,0,830779,1,fine
457042,9094,35,16538629296,16538,16539,True,1066571,1816570,1066571,0,829874,1,fine
457042,9094,36,16539629882,16539,16540,True,1066904,1816903,1066904,0,828934,1,fine
457042,9094,37,16540630216,16540,16541,True,1070506,1820505,1070506,0,829373,1,fine
457042,9094,38,16541632058,16541,16542,True,1068632,1818631,1068632,0,826278,1,fine
457042,9094,39,16542631706,16542,16543,True,1071511,1821510,1071511,0,828528,1,fine
457042,9095,32,16701632847,16701,16702,True,1073271,1823270,1073271,0,827033,1,fine
457042,9095,33,16702632112,16702,16703,True,1073499,1823498,1073499,0,829275,1,fine
457042,9095,34,16703633685,16703,16704,True,1079827,1829826,1079827,0,828150,1,fine
457042,9095,35,16704632504,16704,16705,True,1085327,1835326,1085327,0,827198,1,fine
457042,9095,36,16705632267,16705,16706,True,1082931,1832930,1082931,0,826799,1,fine
457042,9095,37,16706632644,16706,16707,True,1083035,1833034,1083035,0,827247,1,fine
457042,9095,38,16707632537,16707,16708,True,1076436,1826435,1076436,0,826223,1,fine
457042,9095,39,16708630641,16708,16709,True,1079614,1829613,1079614,0,829377,1,fine
459042,9096,32,16874627600,16874,16875,True,1065055,1815054,1065055,0,831378,1,fine
459042,9096,33,16875629623,16875,16876,True,1058336,1808335,1058336,0,829167,1,fine
459042,9096,34,16876629614,16876,16877,True,1063930,1813929,1063930,0,829931,1,fine
459042,9096,35,16877631213,16877,16878,True,1062568,1812567,1062568,0,827837,1,fine
459042,9096,36,16878631590,16878,16879,True,1063747,1813746,1063747,0,827655,1,fine
459042,9096,37,16879632469,16879,16880,True,1066312,1816311,1066312,0,827684,1,fine
459042,9096,38,16880633588,16880,16881,True,1066993,1816992,1066993,0,825705,1,fine
459042,9096,39,16881634289,16881,16882,True,1068905,1818904,1068905,0,826596,1,fine
459042,9097,32,17085631921,17085,17086,True,1063741,1813740,1063741,0,827063,1,fine
459042,9097,33,17086632403,17086,17087,True,1065835,1815834,1065835,0,826485,1,fine
459042,9097,34,17087632681,17087,17088,True,1065625,1815624,1065625,0,825808,1,fine
459042,9097,35,17088633625,17088,17089,True,1066360,1816359,1066360,0,825574,1,fine
459042,9097,36,17089633689,17089,17090,True,1080404,1830403,1080404,0,825760,1,fine
459042,9097,37,17090635848,17090,17091,True,1079905,1829904,1079905,0,827704,1,fine
459042,9097,38,17091643858,17091,17092,True,1074243,1824242,1074243,0,816319,1,fine
459042,9097,39,17092635008,17092,17093,True,1078363,1828362,1078363,0,825179,1,fine
459042,9098,32,17251622898,17251,17252,True,1049435,1799434,1049435,0,835961,1,fine
459042,9098,33,17252621442,17252,17253,True,1048987,1798986,1048987,0,837295,1,fine
459042,9098,34,17253621027,17253,17254,True,1049281,1799280,1049281,0,837558,1,fine
459042,9098,35,17254621027,17254,17255,True,1048397,1798396,1048397,0,837420,1,fine
459042,9098,36,17255620867,17255,17256,True,1048199,1798198,1048199,0,837538,1,fine
459042,9098,37,17256621416,17256,17257,True,1048363,1798362,1048363,0,836834,1,fine
459042,9098,38,17257620907,17257,17258,True,1047032,1797031,1047032,0,837372,1,fine
459042,9098,39,17258620207,17258,17259,True,1048530,1798529,1048530,0,838959,1,fine
459042,9099,32,17447627977,17447,17448,True,1060655,1810654,1060655,0,830242,1,fine
459042,9099,33,17448628414,17448,17449,True,1061946,1811945,1061946,0,830054,1,fine
459042,9099,34,17449628499,17449,17450,True,1062928,1812927,1062928,0,830054,1,fine
459042,9099,35,17450630144,17450,17451,True,1062654,1812653,1062654,0,828427,1,fine
459042,9099,36,17451631131,17451,17452,True,1065661,1815660,1065661,0,828190,1,fine
459042,9099,37,17452633773,17452,17453,True,1065180,1815179,1065180,0,824826,1,fine
459042,9099,38,17453632173,17453,17454,True,1065853,1815852,1065853,0,826930,1,fine
459042,9099,39,17454632373,17454,17455,True,1068394,1818393,1068394,0,827839,1,fine
459042,9100,32,17656633511,17656,17657,True,1073854,1823853,1073854,0,825980,1,fine
459042,9100,33,17657638552,17657,17658,True,1067205,1817204,1067205,0,820484,1,fine
459042,9100,34,17658629378,17658,17659,True,1063959,1813958,1063959,0,829672,1,fine
459042,9100,35,17659629031,17659,17660,True,1065509,1815508,1065509,0,830024,1,fine
459042,9100,36,17660628155,17660,17661,True,1053569,1803568,1053569,0,826333,1,fine
459042,9100,37,17661626148,17661,17662,True,1050051,1800050,1050051,0,828179,1,fine
459042,9100,38,17662626275,17662,17663,True,1059231,1809230,1059231,0,832860,1,fine
459042,9100,39,17663626619,17663,17664,True,1056661,1806660,1056661,0,832268,1,fine
461042,9101,32,17874628294,17874,17875,True,1128779,1878778,1128779,0,830678,1,fine
461042,9101,33,17875629006,17875,17876,True,1059487,1809486,1059487,0,830064,1,fine
461042,9101,34,17876629096,17876,17877,True,1058938,1808937,1058938,0,829802,1,fine
461042,9101,35,17877630171,17877,17878,True,1059148,1809147,1059148,0,829055,1,fine
461042,9101,36,17878630480,17878,17879,True,1059962,1809961,1059962,0,827841,1,fine
461042,9101,37,17879632372,17879,17880,True,1061745,1811744,1061745,0,826332,1,fine
461042,9101,38,17880632690,17880,17881,True,1062091,1812090,1062091,0,825485,1,fine
461042,9101,39,17881634631,17881,17882,True,1067584,1817583,1067584,0,824754,1,fine
461042,9102,32,18042636688,18042,18043,True,2513282,3263281,2513282,0,822759,1,fine
461042,9102,33,18043639034,18043,18044,True,1517527,2267526,1517527,0,821054,1,fine
461042,9102,34,18044636693,18044,18045,True,1072379,1822378,1072379,0,822681,1,fine
461042,9102,35,18045635325,18045,18046,True,1068858,1818857,1068858,0,824358,1,fine
461042,9102,36,18046636270,18046,18047,True,1200347,1950346,1200347,0,823369,1,fine
461042,9102,37,18047637444,18047,18048,True,1072875,1822874,1072875,0,822073,1,fine
461042,9102,38,18048637027,18048,18049,True,1078571,1828570,1078571,0,822431,1,fine
461042,9102,39,18049638547,18049,18050,True,1080566,1830565,1080566,0,827379,1,fine
461042,9103,32,18208635858,18208,18209,True,1065657,1815656,1065657,0,822643,1,fine
461042,9103,33,18209636006,18209,18210,True,1063705,1813704,1063705,0,823004,1,fine
461042,9103,34,18210637386,18210,18211,True,1063904,1813903,1063904,0,821629,1,fine
461042,9103,35,18211636424,18211,18212,True,1064647,1814646,1064647,0,822374,1,fine
461042,9103,36,18212635234,18212,18213,True,1064842,1814841,1064842,0,823170,1,fine
461042,9103,37,18213636598,18213,18214,True,1068842,1818841,1068842,0,824481,1,fine
461042,9103,38,18214638404,18214,18215,True,1065310,1815309,1065310,0,820697,1,fine
461042,9103,39,18215636824,18215,18216,True,1069121,1819120,1069121,0,825160,1,fine
461042,9104,32,18376627540,18376,18377,True,1057369,1807368,1057369,0,830644,1,fine
461042,9104,33,18377628750,18377,18378,True,1057565,1807564,1057565,0,829491,1,fine
461042,9104,34,18378629435,18378,18379,True,1057454,1807453,1057454,0,828842,1,fine
461042,9104,35,18379630851,18379,18380,True,1058332,1808331,1058332,0,827342,1,fine
461042,9104,36,18380631941,18380,18381,True,1061696,1811695,1061696,0,827041,1,fine
461042,9104,37,18381617280,18381,18382,True,1078240,1828239,1078240,0,841238,1,fine
461042,9104,38,18382634945,18382,18383,True,1063811,1813810,1063811,0,823932,1,fine
461042,9104,39,18383636135,18383,18384,True,1069563,1819562,1069563,0,825210,1,fine
461042,9105,32,18548637076,18548,18549,True,1066415,1816414,1066415,0,822275,1,fine
461042,9105,33,18549638141,18549,18550,True,1065084,1815083,1065084,0,820556,1,fine
461042,9105,34,18550637292,18550,18551,True,1064311,1814310,1064311,0,821105,1,fine
461042,9105,35,18551638270,18551,18552,True,1064379,1814378,1064379,0,820041,1,fine
461042,9105,36,18552610621,18552,18553,True,1089402,1839401,1089402,0,848072,1,fine
461042,9105,37,18553636024,18553,18554,True,1063350,1813349,1063350,0,823046,1,fine
461042,9105,38,18554635824,18554,18555,True,1066038,1816037,1066038,0,824657,1,fine
461042,9105,39,18555638768,18555,18556,True,1063958,1813957,1063958,0,821218,1,fine
463042,9106,32,18715631372,18715,18716,True,1055220,1805219,1055220,0,827722,1,fine
463042,9106,33,18716631937,18716,18717,True,1054937,1804936,1054937,0,826992,1,fine
463042,9106,34,18717632574,18717,18718,True,1056289,1806288,1056289,0,826321,1,fine
463042,9106,35,18718633573,18718,18719,True,1058159,1808158,1058159,0,825225,1,fine
463042,9106,36,18719635202,18719,18720,True,1061336,1811335,1061336,0,825744,1,fine
463042,9106,37,18720637115,18720,18721,True,1061130,1811129,1061130,0,821138,1,fine
463042,9106,38,18721635891,18721,18722,True,1060305,1810304,1060305,0,822288,1,fine
463042,9106,39,18722636797,18722,18723,True,1071609,1821608,1071609,0,823395,1,fine
463042,9107,32,18927635307,18927,18928,True,1061232,1811231,1061232,0,824116,1,fine
463042,9107,33,18928636221,18928,18929,True,1059887,1809886,1059887,0,822652,1,fine
463042,9107,34,18929635908,18929,18930,True,1062591,1812590,1062591,0,823678,1,fine
463042,9107,35,18930637949,18930,18931,True,1060930,1810929,1060930,0,820699,1,fine
463042,9107,36,18931637958,18931,18932,True,1061779,1811778,1061779,0,821182,1,fine
463042,9107,37,18932637943,18932,18933,True,1065346,1815345,1065346,0,823520,1,fine
463042,9107,38,18933640418,18933,18934,True,1062280,1812279,1062280,0,818586,1,fine
463042,9107,39,18934638259,18934,18935,True,1068058,1818057,1068058,0,824846,1,fine
463042,9108,32,19141640643,19141,19142,True,1068313,1818312,1068313,0,820655,1,fine
463042,9108,33,19142639859,19142,19143,True,4498090,5248089,4498090,0,819607,1,fine
463042,9108,34,19143636749,19143,19144,True,3519276,4269275,3519276,0,824960,1,fine
463042,9108,35,19144633613,19144,19145,True,2525614,3275613,2525614,0,824137,1,fine
463042,9108,36,19145630847,19145,19146,True,1533573,2283572,1533573,0,829432,1,fine
463042,9108,37,19146635197,19146,19147,True,1062615,1812614,1062615,0,824201,1,fine
463042,9108,38,19147635172,19147,19148,True,1060889,1810888,1060889,0,824229,1,fine
463042,9108,39,19148635632,19148,19149,True,1063516,1813515,1063516,0,824284,1,fine
463042,9109,32,19351586481,19351,19351,True,1240749,1990748,1240749,0,58357,0,fine
463042,9109,33,19351768812,19352,19352,True,1059441,1178252,1059441,631188,690147,0,fine
463042,9109,34,19352638679,19352,19353,True,1063250,1813249,1063250,0,821463,1,fine
463042,9109,35,19353639395,19353,19354,True,1062629,1812628,1062629,0,820092,1,fine
463042,9109,36,19354638480,19354,19355,True,1062058,1812057,1062058,0,820481,1,fine
463042,9109,37,19355639441,19355,19356,True,1060668,1810667,1060668,0,819490,1,fine
463042,9109,38,19356638685,19356,19357,True,1061321,1811320,1061321,0,820316,1,fine
463042,9109,39,19357638486,19357,19358,True,1065033,1815032,1065033,0,823336,1,fine
463042,9110,32,19512631587,19512,19513,True,1057441,1807440,1057441,0,827242,1,fine
463042,9110,33,19513631797,19513,19514,True,1059161,1809160,1059161,0,827074,1,fine
463042,9110,34,19514632924,19514,19515,True,1059431,1809430,1059431,0,826043,1,fine
463042,9110,35,19515633730,19515,19516,True,1063229,1813228,1063229,0,826630,1,fine
463042,9110,36,19516637154,19516,19517,True,1058478,1808477,1058478,0,821590,1,fine
463042,9110,37,19517634730,19517,19518,True,1061764,1811763,1061764,0,824577,1,fine
463042,9110,38,19518636888,19518,19519,True,1061469,1811468,1061469,0,821444,1,fine
463042,9110,39,19519639553,19519,19520,True,1061338,1811337,1061338,0,820000,1,fine
465042,9111,32,19672640857,19672,19673,True,1060544,1810543,1060544,0,817825,1,fine
465042,9111,33,19673641474,19673,19674,True,1059358,1809357,1059358,0,816874,1,fine
465042,9111,34,19674639271,19674,19675,True,1057921,1807920,1057921,0,819613,1,fine
465042,9111,35,19675638830,19675,19676,True,1062516,1812515,1062516,0,821132,1,fine
465042,9111,36,19676648369,19676,19677,True,1058006,1808005,1058006,0,811054,1,fine
465042,9111,37,19677644230,19677,19678,True,1059639,1809638,1059639,0,814731,1,fine
465042,9111,38,19678641022,19678,19679,True,1059749,1809748,1059749,0,817967,1,fine
465042,9111,39,19679640352,19679,19680,True,1063397,1813396,1063397,0,820644,1,fine
465042,9112,32,19892632936,19892,19893,True,1055016,1805015,1055016,0,827090,1,fine
465042,9112,33,19893633818,19893,19894,True,1055352,1805351,1055352,0,824990,1,fine
465042,9112,34,19894635908,19894,19895,True,1439088,2189087,1439088,0,822617,1,fine
465042,9112,35,19895635547,19895,19896,True,1062915,1812914,1062915,0,823934,1,fine
465042,9112,36,19896636433,19896,19897,True,1044135,1794134,1044135,0,808472,1,fine
465042,9112,37,19897637860,19897,19898,True,1059928,1809927,1059928,0,821323,1,fine
465042,9112,38,19898639579,19898,19899,True,1062164,1812163,1062164,0,819909,1,fine
465042,9112,39,19899642311,19899,19900,True,1061623,1811622,1061623,0,817752,1,fine
465042,9113,32,20065640934,20065,20066,True,1068009,1818008,1068009,0,818249,1,fine
465042,9113,33,20066642302,20066,20067,True,1066389,1816388,1066389,0,817438,1,fine
465042,9113,34,20067641178,20067,20068,True,1067104,1817103,1067104,0,818096,1,fine
465042,9113,35,20068641555,20068,20069,True,1064709,1814708,1064709,0,817307,1,fine
465042,9113,36,20069640922,20069,20070,True,1063124,1813123,1063124,0,819202,1,fine
465042,9113,37,20070642359,20070,20071,True,1627847,2377846,1627847,0,818898,1,fine
465042,9113,38,20071642351,20071,20072,True,1063157,1813156,1063157,0,816887,1,fine
465042,9113,39,20072642184,20072,20073,True,1066761,1816760,1066761,0,818676,1,fine
465042,9114,32,20234640671,20234,20235,True,1058764,1808763,1058764,0,817422,1,fine
465042,9114,33,20235640191,20235,20236,True,1058795,1808794,1058795,0,818356,1,fine
465042,9114,34,20236639686,20236,20237,True,1059919,1809918,1059919,0,819378,1,fine
465042,9114,35,20237639026,20237,20238,True,1127695,1877694,1127695,0,820023,1,fine
465042,9114,36,20238639562,20238,20239,True,1069467,1819466,1069467,0,819721,1,fine
465042,9114,37,20239641286,20239,20240,True,1039300,1789299,1039300,0,818056,1,fine
465042,9114,38,20240641353,20240,20241,True,1069243,1819242,1069243,0,819661,1,fine
465042,9114,39,20241641686,20241,20242,True,1070194,1820193,1070194,0,818546,1,fine
465042,9115,32,20447640647,20447,20448,True,1060721,1810720,1060721,0,818597,1,fine
465042,9115,33,20448640533,20448,20449,True,1058961,1808960,1058961,0,818130,1,fine
465042,9115,34,20449639631,20449,20450,True,1059439,1809438,1059439,0,818798,1,fine
465042,9115,35,20450641385,20450,20451,True,1059082,1809081,1059082,0,816821,1,fine
465042,9115,36,20451640022,20451,20452,True,1060704,1810703,1060704,0,818713,1,fine
465042,9115,37,20452640279,20452,20453,True,1060625,1810624,1060625,0,818731,1,fine
465042,9115,38,20453639513,20453,20454,True,1062376,1812375,1062376,0,821033,1,fine
465042,9115,39,20454641930,20454,20455,True,1063135,1813134,1063135,0,819074,1,fine
467042,9116,32,20609644936,20609,20610,True,1059755,1809754,1059755,0,814501,1,fine
467042,9116,33,20610644526,20610,20611,True,1061540,1811539,1061540,0,817174,1,fine
467042,9116,34,20611644854,20611,20612,True,1063405,1813404,1063405,0,816103,1,fine
467042,9116,35,20612644169,20612,20613,True,1061545,1811544,1061545,0,817100,1,fine
467042,9116,36,20613643660,20613,20614,True,1060738,1810737,1060738,0,817163,1,fine
467042,9116,37,20614643215,20614,20615,True,1059534,1809533,1059534,0,817959,1,fine
467042,9116,38,20615642533,20615,20616,True,1059409,1809408,1059409,0,819118,1,fine
467042,9116,39,20616639782,20616,20617,True,1060007,1810006,1060007,0,821551,1,fine
467042,9117,32,20761642445,20761,20762,True,1062053,1812052,1062053,0,816923,1,fine
467042,9117,33,20762658252,20763,20763,True,1048144,1056395,1048144,741748,802465,0,fine
467042,9117,34,20763646557,20763,20764,True,1058996,1808995,1058996,0,813311,1,fine
467042,9117,35,20764644826,20764,20765,True,1061092,1811091,1061092,0,814836,1,fine
467042,9117,36,20765644972,20765,20766,True,1059011,1809010,1059011,0,814455,1,fine
467042,9117,37,20766644613,20766,20767,True,1059351,1809350,1059351,0,814696,1,fine
467042,9117,38,20767644042,20767,20768,True,1060513,1810512,1060513,0,815842,1,fine
467042,9117,39,20768643271,20768,20769,True,1060424,1810423,1060424,0,817860,1,fine
467042,9118,32,20975645184,20975,20976,True,1060115,1810114,1060115,0,814280,1,fine
467042,9118,33,20976645069,20976,20977,True,1061704,1811703,1061704,0,815040,1,fine
467042,9118,34,20977646495,20977,20978,True,1055951,1805950,1055951,0,812707,1,fine
467042,9118,35,20978642354,20978,20979,True,1058026,1808025,1058026,0,816947,1,fine
467042,9118,36,20979642890,20979,20980,True,1058907,1808906,1058907,0,817770,1,fine
467042,9118,37,20980642468,20980,20981,True,1059646,1809645,1059646,0,818241,1,fine
467042,9118,38,20981643481,20981,20982,True,1058343,1808342,1058343,0,815587,1,fine
467042,9118,39,20982644037,20982,20983,True,1066759,1816758,1066759,0,816013,1,fine
467042,9119,32,21142643559,21142,21143,True,1057936,1807935,1057936,0,814786,1,fine
467042,9119,33,21143642707,21143,21144,True,1059272,1809271,1059272,0,816603,1,fine
467042,9119,34,21144643725,21144,21145,True,1057701,1807700,1057701,0,816009,1,fine
467042,9119,35,21145644196,21145,21146,True,1057769,1807768,1057769,0,814705,1,fine
467042,9119,36,21146642810,21146,21147,True,1060993,1810992,1060993,0,817405,1,fine
467042,9119,37,21147642794,21147,21148,True,1059378,1809377,1059378,0,817150,1,fine
467042,9119,38,21148642971,21148,21149,True,1058382,1808381,1058382,0,816725,1,fine
467042,9119,39,21149642991,21149,21150,True,1061133,1811132,1061133,0,818650,1,fine
467042,9120,32,21310635300,21310,21311,True,1055171,1805170,1055171,0,823516,1,fine
467042,9120,33,21311636506,21311,21312,True,1051047,1801046,1051047,0,822068,1,fine
467042,9120,34,21312637531,21312,21313,True,1054561,1804560,1054561,0,821217,1,fine
467042,9120,35,21313638718,21313,21314,True,1049393,1799392,1049393,0,819633,1,fine
467042,9120,36,21314638328,21314,21315,True,1057009,1807008,1057009,0,822122,1,fine
467042,9120,37,21315640919,21315,21316,True,1053865,1803864,1053865,0,818489,1,fine
467042,9120,38,21316639283,21316,21317,True,1058540,1808539,1058540,0,819179,1,fine
467042,9120,39,21317640955,21317,21318,True,1062476,1812475,1062476,0,820082,1,fine
469042,9121,32,21518638316,21518,21519,True,1051305,1801304,1051305,0,820746,1,fine
469042,9121,33,21519638892,21519,21520,True,1051513,1801512,1051513,0,820110,1,fine
469042,9121,34,21520640596,21520,21521,True,1054696,1804695,1054696,0,820723,1,fine
469042,9121,35,21521642076,21521,21522,True,1054941,1804940,1054941,0,817165,1,fine
469042,9121,36,21522641601,21522,21523,True,1055234,1805233,1055234,0,817532,1,fine
