phase_ns,run_id,instance_id,eligibility_ns,predicted_cycle,observed_cycle,reference_match,phase_bound_ns,maxwait_bound_ns,observed_e2e_ns,wait_ns,observed_wait_ns,reschedule_count,sweep
650000,9041,32,6900825821,6901,6901,True,951729,1127549,951729,574179,633006,0,coarse
650000,9041,33,6901825979,6902,6902,True,878595,1054573,878595,574021,632449,0,coarse
650000,9041,34,6902826065,6903,6903,True,874605,1050669,874605,573935,632433,0,coarse
650000,9041,35,6903825418,6904,6904,True,875606,1051023,875606,574582,633091,0,coarse
650000,9041,36,6904824632,6905,6905,True,874594,1049225,874594,575368,634792,0,coarse
650000,9041,37,6905823713,6906,6906,True,875466,1049178,875466,576287,634838,0,coarse
650000,9041,38,6906825003,6907,6907,True,882036,1057038,882036,574997,634858,0,coarse
650000,9041,39,6907825758,6908,6908,True,898529,1074286,898529,574242,647701,0,coarse
650000,9042,32,7060816254,7061,7061,True,944482,1110735,944482,583746,643030,0,coarse
650000,9042,33,7061816868,7062,7062,True,951243,1118110,951243,583132,642200,0,coarse
650000,9042,34,7062819002,7063,7063,True,871091,1040092,871091,580998,640271,0,coarse
650000,9042,35,7063819736,7064,7064,True,869303,1039038,869303,580264,639141,0,coarse
650000,9042,36,7064820435,7065,7065,True,872901,1043335,872901,579565,638606,0,coarse
650000,9042,37,7065820564,7066,7066,True,873233,1043796,873233,579436,638721,0,coarse
650000,9042,38,7066821964,7067,7067,True,875294,1047257,875294,578036,637162,0,coarse
650000,9042,39,7067823747,7068,7068,True,885860,1059606,885860,576253,638595,0,coarse
700000,9043,32,7267869411,7268,7268,True,805632,1025042,805632,530589,588935,0,coarse
700000,9043,33,7268870293,7269,7269,True,805036,1025328,805036,529707,587719,0,coarse
700000,9043,34,7269869358,7270,7270,True,806434,1025791,806434,530642,588945,0,coarse
700000,9043,35,7270862533,7271,7271,True,806110,1018642,806110,537467,595645,0,coarse
700000,9043,36,7271868575,7272,7272,True,807205,1025779,807205,531425,590300,0,coarse
700000,9043,37,7272868638,7273,7273,True,807173,1025810,807173,531362,590351,0,coarse
700000,9043,38,7273868634,7274,7274,True,810369,1029002,810369,531366,590110,0,coarse
700000,9043,39,7274869149,7275,7275,True,808671,1027819,808671,530851,589654,0,coarse
700000,9044,32,7469871156,7470,7470,True,821816,1042971,821816,528844,587834,0,coarse
700000,9044,33,7470870018,7471,7471,True,816621,1036638,816621,529982,589087,0,coarse
700000,9044,34,7471865223,7472,7472,True,814392,1029614,814392,534777,593672,0,coarse
700000,9044,35,7472870022,7473,7473,True,815501,1035522,815501,529978,588844,0,coarse
700000,9044,36,7473870421,7474,7474,True,813699,1034119,813699,529579,588510,0,coarse
700000,9044,37,7474863105,7475,7475,True,810450,1023554,810450,536895,595557,0,coarse
700000,9044,38,7475870112,7476,7476,True,825580,1045691,825580,529888,588518,0,coarse
700000,9044,39,7476868966,7477,7477,True,885760,1104725,885760,531034,591104,0,coarse
700000,9045,32,7630875315,7631,7631,True,827494,1052808,827494,524685,584617,0,coarse
700000,9045,33,7631876426,7632,7632,True,825275,1051700,825275,523574,582508,0,coarse
700000,9045,34,7632877754,7633,7633,True,826369,1054122,826369,522246,582656,0,coarse
700000,9045,35,7633876930,7634,7634,True,826486,1053415,826486,523070,582706,0,coarse
700000,9045,36,7634876886,7635,7635,True,825737,1052622,825737,523114,583258,0,coarse
700000,9045,37,7635876656,7636,7636,True,826564,1053219,826564,523344,582690,0,coarse
700000,9045,38,7636878130,7637,7637,True,823780,1051909,823780,521870,580255,0,coarse
700000,9045,39,7637876731,7638,7638,True,825767,1052497,825767,523269,583310,0,coarse
750000,9046,32,7850924814,7851,7851,True,775308,1050121,775308,475186,533437,0,coarse
750000,9046,33,7851924946,7852,7852,True,774607,1049552,774607,475054,533703,0,coarse
750000,9046,34,7852925534,7853,7853,True,779605,1055138,779605,474466,533638,0,coarse
750000,9046,35,7853929313,7854,7854,True,775836,1055148,775836,470687,530673,0,coarse
750000,9046,36,7854927211,7855,7855,True,783871,1061081,783871,472789,531514,0,coarse
750000,9046,37,7855928689,7856,7856,True,787782,1066470,787782,471311,531663,0,coarse
750000,9046,38,7856926441,7857,7857,True,788925,1065365,788925,473559,533802,0,coarse
750000,9046,39,7857927975,7858,7858,True,790392,1068366,790392,472025,532833,0,coarse
750000,9047,32,8066926916,8067,8067,True,775386,1052301,775386,473084,532220,0,coarse
750000,9047,33,8067925655,8068,8068,True,774919,1050573,774919,474345,532647,0,coarse
750000,9047,34,8068925644,8069,8069,True,775106,1050749,775106,474356,532716,0,coarse
750000,9047,35,8069925545,8070,8070,True,776949,1052493,776949,474455,534686,0,coarse
750000,9047,36,8070927401,8071,8071,True,774144,1051544,774144,472599,531023,0,coarse
750000,9047,37,8071924580,8072,8072,True,775557,1050136,775557,475420,534707,0,coarse
750000,9047,38,8072924668,8073,8073,True,775987,1050654,775987,475332,534374,0,coarse
750000,9047,39,8073924822,8074,8074,True,784743,1059564,784743,475178,535215,0,coarse
750000,9048,32,8244929279,8245,8245,True,778271,1057549,778271,470721,530234,0,coarse
750000,9048,33,8245928151,8246,8246,True,775893,1054043,775893,471849,531342,0,coarse
750000,9048,34,8246926714,8247,8247,True,777490,1054203,777490,473286,534043,0,coarse
750000,9048,35,8247926974,8248,8248,True,773962,1050935,773962,473026,533710,0,coarse
750000,9048,36,8248925783,8249,8249,True,773925,1049707,773925,474217,535299,0,coarse
750000,9048,37,8249925231,8250,8250,True,769816,1045046,769816,474769,533769,0,coarse
750000,9048,38,8250923113,8251,8251,True,771408,1044520,771408,476887,536968,0,coarse
750000,9048,39,8251922779,8252,8252,True,772417,1045195,772417,477221,537208,0,coarse
800000,9049,32,8415975447,8416,8416,True,724763,1050209,724763,424553,482967,0,coarse
800000,9049,33,8416975923,8417,8417,True,723831,1049753,723831,424077,482907,0,coarse
800000,9049,34,8417975034,8418,8418,True,724843,1049876,724843,424966,484230,0,coarse
800000,9049,35,8418974481,8419,8419,True,726414,1050894,726414,425519,485265,0,coarse
800000,9049,36,8419974669,8420,8420,True,727253,1051921,727253,425331,485782,0,coarse
800000,9049,37,8420974327,8421,8421,True,724728,1049054,724728,425673,484966,0,coarse
800000,9049,38,8421973921,8422,8422,True,3176583,3500503,3176583,426079,486920,0,coarse
800000,9049,39,8422976803,8423,8423,True,2192100,2518902,2192100,423197,484024,0,coarse
800000,9050,32,8581978342,8582,8582,True,725292,1053633,725292,421658,481170,0,coarse
800000,9050,33,8582979311,8583,8583,True,3166694,3496004,3166694,420689,479686,0,coarse
800000,9050,34,8583978065,8584,8584,True,2182581,2510645,2182581,421935,481855,0,coarse
800000,9050,35,8584977789,8585,8585,True,1190678,1518466,1190678,422211,481277,0,coarse
800000,9050,36,8585976888,8586,8586,True,732625,1059512,732625,423112,482977,0,coarse
800000,9050,37,8586978198,8587,8587,True,745079,1073276,745079,421802,481810,0,coarse
800000,9050,38,8587977925,8588,8588,True,728217,1056141,728217,422075,481351,0,coarse
800000,9050,39,8588975618,8589,8589,True,740919,1066536,740919,424382,484639,0,coarse
800000,9051,32,8743971230,8744,8744,True,718435,1039664,718435,428770,488501,0,coarse
800000,9051,33,8744967144,8745,8745,True,720044,1037187,720044,432856,491984,0,coarse
800000,9051,34,8745971469,8746,8746,True,717701,1039169,717701,428531,488026,0,coarse
800000,9051,35,8746971364,8747,8747,True,717950,1039313,717950,428636,487743,0,coarse
800000,9051,36,8747970584,8748,8748,True,713964,1034547,713964,429416,488124,0,coarse
800000,9051,37,8748970727,8749,8749,True,717593,1038319,717593,429273,488441,0,coarse
800000,9051,38,8749970859,8750,8750,True,718664,1039522,718664,429141,488382,0,coarse
800000,9051,39,8750972226,8751,8751,True,720510,1042735,720510,427774,488079,0,coarse
850000,9052,32,8958033224,8958,8958,True,674033,1057256,674033,366776,425576,0,coarse
850000,9052,33,8959031870,8959,8959,True,677130,1058999,677130,368130,427804,0,coarse
850000,9052,34,8960034809,8960,8960,True,680271,1065079,680271,365191,425193,0,coarse
850000,9052,35,8961032991,8961,8961,True,691465,1074455,691465,367009,427045,0,coarse
850000,9052,36,8962041488,8962,8962,True,673963,1065450,673963,358512,417953,0,coarse
850000,9052,37,8963037391,8963,8963,True,685123,1072513,685123,362609,422211,0,coarse
850000,9052,38,8964031316,8964,8964,True,690064,1071379,690064,368684,428616,0,coarse
850000,9052,39,8965034984,8965,8965,True,696892,1081875,696892,365016,429219,0,coarse
850000,9053,32,9138035023,9138,9138,True,690317,1075339,690317,364977,428991,0,coarse
850000,9053,33,9139041014,9139,9139,True,678348,1069361,678348,358986,419544,0,coarse
850000,9053,34,9140269698,9140,9140,True,685348,1305045,685348,130302,190750,0,coarse
850000,9053,35,9141036323,9141,9141,True,686139,1072461,686139,363677,423383,0,coarse
850000,9053,36,9142030659,9142,9142,True,688883,1069541,688883,369341,428249,0,coarse
850000,9053,37,9143038648,9143,9143,True,684540,1073187,684540,361352,419973,0,coarse
850000,9053,38,9144028828,9144,9144,True,680776,1059603,680776,371172,430176,0,coarse
850000,9053,39,9145030923,9145,9145,True,678397,1059319,678397,369077,428284,0,coarse
850000,9054,32,9294027222,9294,9294,True,670228,1047449,670228,372778,431513,0,coarse
850000,9054,33,9295028032,9295,9295,True,671257,1049288,671257,371968,430669,0,coarse
850000,9054,34,9296028857,9296,9296,True,697231,1076087,697231,371143,429684,0,coarse
850000,9054,35,9297033174,9297,9297,True,679112,1062285,679112,366826,425987,0,coarse
850000,9054,36,9298032398,9298,9298,True,678694,1061091,678694,367602,429528,0,coarse
850000,9054,37,9299031254,9299,9299,True,676252,1057505,676252,368746,427041,0,coarse
850000,9054,38,9300032183,9300,9300,True,674638,1056820,674638,367817,426703,0,coarse
850000,9054,39,9301028300,9301,9301,True,675781,1054080,675781,371700,430403,0,coarse
900000,9055,32,9503075797,9503,9503,True,618964,1044760,618964,324203,383273,0,coarse
900000,9055,33,9504076409,9504,9504,True,618979,1045387,618979,323591,382412,0,coarse
900000,9055,34,9505077208,9505,9505,True,619506,1046713,619506,322792,381666,0,coarse
900000,9055,35,9506077494,9506,9506,True,622188,1049681,622188,322506,381483,0,coarse
900000,9055,36,9507077509,9507,9507,True,622063,1049571,622063,322491,380772,0,coarse
900000,9055,37,9508077979,9508,9508,True,623217,1051195,623217,322021,380357,0,coarse
900000,9055,38,9509080560,9509,9509,True,634185,1064744,634185,319440,377543,0,coarse
900000,9055,39,9510107826,9510,9510,True,634198,1092023,634198,292174,350587,0,coarse
900000,9056,32,9713072603,9713,9713,True,624602,1047204,624602,327397,385530,0,coarse
900000,9056,33,9714073709,9714,9714,True,619401,1043109,619401,326291,384416,0,coarse
900000,9056,34,9715076625,9715,9715,True,621365,1047989,621365,323375,382448,0,coarse
900000,9056,35,9716077511,9716,9716,True,626349,1053859,626349,322489,381840,0,coarse
900000,9056,36,9717076864,9717,9717,True,628129,1054992,628129,323136,382530,0,coarse
900000,9056,37,9718075636,9718,9718,True,628886,1054521,628886,324364,383334,0,coarse
900000,9056,38,9719075322,9719,9719,True,629527,1054848,629527,324678,383842,0,coarse
900000,9056,39,9720074135,9720,9720,True,630710,1054844,630710,325865,385563,0,coarse
900000,9057,32,9871067672,9871,9871,True,1715641,2133312,1715641,332328,391277,0,coarse
900000,9057,33,9872066493,9872,9872,True,721302,1137794,721302,333507,392522,0,coarse
900000,9057,34,9873073342,9873,9873,True,618977,1042318,618977,326658,385544,0,coarse
900000,9057,35,9874072892,9874,9874,True,617680,1040571,617680,327108,385373,0,coarse
900000,9057,36,9875073358,9875,9875,True,614445,1037802,614445,326642,384851,0,coarse
900000,9057,37,9876073412,9876,9876,True,616094,1039505,616094,326588,384739,0,coarse
900000,9057,38,9877069888,9877,9877,True,619240,1039127,619240,330112,388262,0,coarse
900000,9057,39,9878082491,9878,9878,True,609856,1042346,609856,317509,376268,0,coarse
950000,9058,32,10036128426,10036,10036,True,567896,1046321,567896,271574,329776,0,coarse
950000,9058,33,10037127377,10037,10037,True,569528,1046904,569528,272623,330793,0,coarse
950000,9058,34,10038129417,10038,10038,True,569968,1049384,569968,270583,328722,0,coarse
950000,9058,35,10039131310,10039,10039,True,568673,1049982,568673,268690,326985,0,coarse
950000,9058,36,10040129312,10040,10040,True,572898,1052209,572898,270688,329683,0,coarse
950000,9058,37,10041148364,10041,10041,True,579932,1078295,579932,251636,311500,0,coarse
950000,9058,38,10042143801,10042,10042,True,566565,1060365,566565,256199,315466,0,coarse
950000,9058,39,10043165139,10043,10043,True,580246,1095384,580246,234861,294373,0,coarse
950000,9059,32,10252134344,10252,10252,True,574553,1058896,574553,265656,324267,0,coarse
950000,9059,33,10253144047,10253,10253,True,564574,1058620,564574,255953,314542,0,coarse
950000,9059,34,10254140523,10254,10254,True,577932,1068454,577932,259477,317818,0,coarse
950000,9059,35,10255136142,10255,10255,True,570360,1056501,570360,263858,322139,0,coarse
950000,9059,36,10256132264,10256,10256,True,571722,1053985,571722,267736,326896,0,coarse
950000,9059,37,10257133059,10257,10257,True,571407,1054465,571407,266941,326215,0,coarse
950000,9059,38,10258137573,10258,10258,True,580645,1068217,580645,262427,321362,0,coarse
950000,9059,39,10259133711,10259,10259,True,566974,1050684,566974,266289,325073,0,coarse
950000,9060,32,10410128087,10410,10410,True,568801,1046887,568801,271913,330910,0,coarse
950000,9060,33,10411126833,10411,10411,True,569661,1046493,569661,273167,332038,0,coarse
950000,9060,34,10412129642,10412,10412,True,569145,1048786,569145,270358,329278,0,coarse
950000,9060,35,10413127770,10413,10413,True,572014,1049783,572014,272230,330418,0,coarse
950000,9060,36,10414129445,10414,10414,True,580453,1059897,580453,270555,329339,0,coarse
950000,9060,37,10415130926,10415,10415,True,581407,1062332,581407,269074,327217,0,coarse
950000,9060,38,10416145624,10416,10416,True,571637,1067260,571637,254376,311619,0,coarse
950000,9060,39,10417131519,10417,10417,True,579455,1060973,579455,268481,327222,0,coarse
445042,9061,32,10614616321,10614,10615,True,1079688,1829687,1079688,0,842516,1,fine
445042,9061,33,10615618124,10615,10616,True,1080114,1830113,1080114,0,841655,1,fine
445042,9061,34,10616620603,10616,10617,True,1079646,1829645,1079646,0,838688,1,fine
445042,9061,35,10617619259,10617,10618,True,1079457,1829456,1079457,0,839089,1,fine
445042,9061,36,10618619994,10618,10619,True,1104518,1854517,1104518,0,840156,1,fine
445042,9061,37,10619622986,10619,10620,True,1052190,1802189,1052190,0,806160,1,fine
445042,9061,38,10620619876,10620,10621,True,1083397,1833396,1083397,0,839684,1,fine
445042,9061,39,10621623324,10621,10622,True,1090348,1840347,1090348,0,836548,1,fine
445042,9062,32,10828622232,10828,10829,True,3110610,3860609,3110610,0,842289,1,fine
445042,9062,33,10829606316,10829,10830,True,3095399,3845398,3095399,0,854874,1,fine
445042,9062,34,10830600445,10830,10831,True,3110532,3860531,3110532,0,865729,1,fine
445042,9062,35,10831624375,10831,10832,True,3097435,3847434,3097435,0,837265,1,fine
445042,9062,36,10832598928,10832,10833,True,3092842,3842841,3092842,0,859758,1,fine
445042,9062,37,10833581198,10833,10833,True,2262735,3012734,2262735,0,56977,0,fine
445042,9062,38,10833756995,10834,10838,True,6111170,6218164,6111170,643005,4703772,1,fine
445042,9062,39,10838604878,10838,10839,True,6099783,6849782,6099783,0,857920,1,fine
445042,9063,32,10997584484,10997,10997,True,1263784,2013783,1263784,0,59173,0,fine
445042,9063,33,10997765706,10998,10998,True,1079482,1195187,1079482,634294,693304,0,fine
445042,9063,34,10998621727,10998,10999,True,1079473,1829472,1079473,0,836488,1,fine
445042,9063,35,10999619806,10999,11000,True,1080345,1830344,1080345,0,839159,1,fine
445042,9063,36,11000619371,11000,11001,True,1080774,1830773,1080774,0,839482,1,fine
445042,9063,37,11001619660,11001,11002,True,1081639,1831638,1081639,0,839476,1,fine
445042,9063,38,11002620253,11002,11003,True,1081640,1831639,1081640,0,839595,1,fine
445042,9063,39,11003621266,11003,11004,True,1081466,1831465,1081466,0,839054,1,fine
445042,9064,32,11163615386,11163,11164,True,1076298,1826297,1076298,0,843557,1,fine
445042,9064,33,11164616036,11164,11165,True,1086342,1836341,1086342,0,841690,1,fine
445042,9064,34,11165628592,11165,11166,True,1076132,1826131,1076132,0,830012,1,fine
445042,9064,35,11166620873,11166,11167,True,1084543,1834542,1084543,0,839897,1,fine
445042,9064,36,11167617427,11167,11168,True,1083084,1833083,1083084,0,840735,1,fine
445042,9064,37,11168615976,11168,11169,True,1083042,1833041,1083042,0,842140,1,fine
445042,9064,38,11169614432,11169,11170,True,1075366,1825365,1075366,0,843943,1,fine
445042,9064,39,11170612522,11170,11171,True,1076782,1826781,1076782,0,846311,1,fine
445042,9065,32,11320618909,11320,11321,True,1082832,1832831,1082832,0,839890,1,fine
445042,9065,33,11321619888,11321,11322,True,1079954,1829953,1079954,0,838400,1,fine
445042,9065,34,11322621213,11322,11323,True,1092243,1842242,1092243,0,842981,1,fine
445042,9065,35,11323627103,11323,11324,True,1087660,1837659,1087660,0,835682,1,fine
445042,9065,36,11324640340,11324,11325,True,1090869,1840868,1090869,0,819426,1,fine
445042,9065,37,11325619763,11325,11326,True,1095371,1845370,1095371,0,839146,1,fine
445042,9065,38,11326619875,11326,11327,True,1090837,1840836,1090837,0,839729,1,fine
445042,9065,39,11327619551,11327,11328,True,1092377,1842376,1092377,0,840558,1,fine
447042,9066,32,11484614189,11484,11485,True,1072982,1822981,1072982,0,844955,1,fine
447042,9066,33,11485613565,11485,11486,True,1077834,1827833,1077834,0,850550,1,fine
447042,9066,34,11486614660,11486,11487,True,1072850,1822849,1072850,0,844455,1,fine
447042,9066,35,11487617118,11487,11488,True,1071905,1821904,1071905,0,842213,1,fine
447042,9066,36,11488616321,11488,11489,True,1075193,1825192,1075193,0,842527,1,fine
447042,9066,37,11489617703,11489,11490,True,1076810,1826809,1076810,0,841569,1,fine
447042,9066,38,11490617609,11490,11491,True,1080120,1830119,1080120,0,841301,1,fine
447042,9066,39,11491616459,11491,11492,True,1081205,1831204,1081205,0,842372,1,fine
447042,9067,32,11646621490,11646,11647,True,1079103,1829102,1079103,0,836972,1,fine
447042,9067,33,11647621077,11647,11648,True,1078657,1828656,1078657,0,837984,1,fine
447042,9067,34,11648623535,11648,11649,True,1078440,1828439,1078440,0,835579,1,fine
447042,9067,35,11649621998,11649,11650,True,1079180,1829179,1079180,0,836996,1,fine
447042,9067,36,11650621885,11650,11651,True,1078920,1828919,1078920,0,836552,1,fine
447042,9067,37,11651621295,11651,11652,True,1078878,1828877,1078878,0,837912,1,fine
447042,9067,38,11652621002,11652,11653,True,1079501,1829500,1079501,0,838410,1,fine
447042,9067,39,11653621733,11653,11654,True,1080701,1830700,1080701,0,838184,1,fine
447042,9068,32,11854616125,11854,11855,True,1070134,1820133,1070134,0,842985,1,fine
447042,9068,33,11855614953,11855,11856,True,1077049,1827048,1077049,0,846080,1,fine
447042,9068,34,11856617329,11856,11857,True,1073355,1823354,1073355,0,843599,1,fine
447042,9068,35,11857613467,11857,11858,True,1076036,1826035,1076036,0,845900,1,fine
447042,9068,36,11858617492,11858,11859,True,1072743,1822742,1072743,0,841109,1,fine
447042,9068,37,11859618815,11859,11860,True,1073551,1823550,1073551,0,839648,1,fine
447042,9068,38,11860618380,11860,11861,True,1068378,1818377,1068378,0,834900,1,fine
447042,9068,39,11861620047,11861,11862,True,1492714,2242713,1492714,0,839084,1,fine
447042,9069,32,12059622912,12059,12060,True,1076305,1826304,1076305,0,835271,1,fine
447042,9069,33,12060621936,12060,12061,True,1078223,1828222,1078223,0,837001,1,fine
447042,9069,34,12061623753,12061,12062,True,1078063,1828062,1078063,0,835762,1,fine
447042,9069,35,12062622914,12062,12063,True,1079770,1829769,1079770,0,836176,1,fine
447042,9069,36,12063623291,12063,12064,True,1078686,1828685,1078686,0,835082,1,fine
447042,9069,37,12064623624,12064,12065,True,1077649,1827648,1077649,0,835637,1,fine
447042,9069,38,12065623193,12065,12066,True,1092181,1842180,1092181,0,845102,1,fine
447042,9069,39,12066629219,12066,12067,True,1085478,1835477,1085478,0,832111,1,fine
447042,9070,32,12230622744,12230,12231,True,1089941,1839940,1089941,0,836862,1,fine
447042,9070,33,12231621486,12231,12232,True,1089052,1839051,1089052,0,837718,1,fine
447042,9070,34,12232621634,12232,12233,True,1082828,1832827,1082828,0,837854,1,fine
447042,9070,35,12233618851,12233,12234,True,1080355,1830354,1080355,0,842087,1,fine
447042,9070,36,12234617781,12234,12235,True,1073937,1823936,1073937,0,841133,1,fine
447042,9070,37,12235616505,12235,12236,True,1075634,1825633,1075634,0,841976,1,fine
447042,9070,38,12236619296,12236,12237,True,1078282,1828281,1078282,0,839965,1,fine
447042,9070,39,12237620458,12237,12238,True,1091532,1841531,1091532,0,840678,1,fine
449042,9071,32,12449615812,12449,12450,True,1068751,1818750,1068751,0,843559,1,fine
449042,9071,33,12450616145,12450,12451,True,1070979,1820978,1070979,0,842432,1,fine
449042,9071,34,12451617534,12451,12452,True,1075000,1824999,1075000,0,842029,1,fine
449042,9071,35,12452620067,12452,12453,True,1124442,1874441,1124442,0,839468,1,fine
449042,9071,36,12453619565,12453,12454,True,1075418,1825417,1075418,0,841416,1,fine
449042,9071,37,12454623898,12454,12455,True,1074271,1824270,1074271,0,835471,1,fine
449042,9071,38,12455622011,12455,12456,True,1079696,1829695,1079696,0,838674,1,fine
449042,9071,39,12456625840,12456,12457,True,1080123,1830122,1080123,0,836192,1,fine
449042,9072,32,12655623293,12655,12656,True,1078118,1828117,1078118,0,836163,1,fine
449042,9072,33,12656623678,12656,12657,True,1092447,1842446,1092447,0,835682,1,fine
449042,9072,34,12657626633,12657,12658,True,1087321,1837320,1087321,0,835973,1,fine
449042,9072,35,12658627391,12658,12659,True,1081142,1831141,1081142,0,830988,1,fine
449042,9072,36,12659625153,12659,12660,True,1092897,1842896,1092897,0,833304,1,fine
449042,9072,37,12660625406,12660,12661,True,1089358,1839357,1089358,0,832889,1,fine
449042,9072,38,12661624018,12661,12662,True,1102611,1852610,1102611,0,834977,1,fine
449042,9072,39,12662624488,12662,12663,True,2580326,3330325,2580326,0,836021,1,fine
449042,9073,32,12814623249,12814,12815,True,1077340,1827339,1077340,0,835498,1,fine
449042,9073,33,12815623380,12815,12816,True,1076785,1826784,1076785,0,836036,1,fine
449042,9073,34,12816624234,12816,12817,True,1112838,1862837,1112838,0,836913,1,fine
449042,9073,35,12817624666,12817,12818,True,1078004,1828003,1078004,0,835124,1,fine
449042,9073,36,12818624402,12818,12819,True,1085600,1835599,1085600,0,834890,1,fine
449042,9073,37,12819625701,12819,12820,True,1084256,1834255,1084256,0,833800,1,fine
449042,9073,38,12820624508,12820,12821,True,1083571,1833570,1083571,0,836086,1,fine
449042,9073,39,12821623992,12821,12822,True,1091537,1841536,1091537,0,837080,1,fine
449042,9074,32,12976624264,12976,12977,True,1079475,1829474,1079475,0,836348,1,fine
449042,9074,33,12977625052,12977,12978,True,1076814,1826813,1076814,0,834107,1,fine
449042,9074,34,12978623466,12978,12979,True,1077261,1827260,1077261,0,835659,1,fine
449042,9074,35,12979624515,12979,12980,True,1075485,1825484,1075485,0,834895,1,fine
449042,9074,36,12980630351,12980,12981,True,1087449,1837448,1087449,0,836874,1,fine
449042,9074,37,12981636861,12981,12982,True,1100098,1850097,1100098,0,835492,1,fine
449042,9074,38,12982626876,12982,12983,True,1090483,1840482,1090483,0,832458,1,fine
449042,9074,39,12983625719,12983,12984,True,1091360,1841359,1091360,0,833822,1,fine
449042,9075,32,13144624441,13144,13145,True,1092011,1842010,1092011,0,835865,1,fine
449042,9075,33,13145626735,13145,13146,True,1089509,1839508,1089509,0,832169,1,fine
449042,9075,34,13146626079,13146,13147,True,1089134,1839133,1089134,0,834926,1,fine
449042,9075,35,13147626081,13147,13148,True,1091890,1841889,1091890,0,833549,1,fine
449042,9075,36,13148626174,13148,13149,True,1078509,1828508,1078509,0,833158,1,fine
449042,9075,37,13149624533,13149,13150,True,1077300,1827299,1077300,0,834457,1,fine
449042,9075,38,13150623587,13150,13151,True,1076465,1826464,1076465,0,835642,1,fine
449042,9075,39,13151623394,13151,13152,True,1090998,1840997,1090998,0,837268,1,fine
451042,9076,32,13359626449,13359,13360,True,1075470,1825469,1075470,0,832768,1,fine
451042,9076,33,13360625527,13360,13361,True,1075923,1825922,1075923,0,834557,1,fine
451042,9076,34,13361626873,13361,13362,True,1075439,1825438,1075439,0,832422,1,fine
451042,9076,35,13362626458,13362,13363,True,1078511,1828510,1078511,0,832669,1,fine
451042,9076,36,13363627541,13363,13364,True,1081999,1831998,1081999,0,832109,1,fine
451042,9076,37,13364627726,13364,13365,True,1086501,1836500,1086501,0,831587,1,fine
451042,9076,38,13365626913,13365,13366,True,1087741,1837740,1087741,0,833632,1,fine
451042,9076,39,13366627285,13366,13367,True,1085482,1835481,1085482,0,833189,1,fine
451042,9077,32,13520619372,13520,13523,True,3081988,3831987,3081988,0,2844075,1,fine
451042,9077,33,13523586354,13523,13523,True,2246179,2996178,2246179,0,54348,0,fine
451042,9077,34,13523751644,13524,13524,True,2066927,2168570,2066927,648356,706968,0,fine
451042,9077,35,13524569799,13524,13524,True,1226377,1976376,1226377,0,53384,0,fine
451042,9077,36,13524732681,13525,13525,True,1062454,1145134,1062454,667319,728511,0,fine
451042,9077,37,13525616046,13525,13526,True,1065902,1815901,1065902,0,843211,1,fine
451042,9077,38,13526616008,13526,13527,True,1066738,1816737,1066738,0,843373,1,fine
451042,9077,39,13527617199,13527,13528,True,1067249,1817248,1067249,0,842285,1,fine
451042,9078,32,13683617477,13683,13684,True,1067842,1817841,1067842,0,842125,1,fine
451042,9078,33,13684616958,13684,13685,True,1069343,1819342,1069343,0,842374,1,fine
451042,9078,34,13685617798,13685,13686,True,1067592,1817591,1067592,0,841232,1,fine
451042,9078,35,13686618091,13686,13687,True,1067659,1817658,1067659,0,841048,1,fine
451042,9078,36,13687619121,13687,13688,True,1075152,1825151,1075152,0,840033,1,fine
451042,9078,37,13688620943,13688,13689,True,1075910,1825909,1075910,0,838369,1,fine
451042,9078,38,13689621308,13689,13693,True,4076860,4826859,4076860,0,3835097,2,fine
451042,9078,39,13693592781,13693,13693,True,3252259,4002258,3252259,0,55108,0,fine
451042,9079,32,13861619989,13861,13862,True,1071344,1821343,1071344,0,839436,1,fine
451042,9079,33,13862620812,13862,13863,True,1072967,1822966,1072967,0,838714,1,fine
451042,9079,34,13863623237,13863,13864,True,1072583,1822582,1072583,0,835885,1,fine
451042,9079,35,13864623972,13864,13865,True,1072691,1822690,1072691,0,834407,1,fine
451042,9079,36,13865624057,13865,13866,True,1076623,1826622,1076623,0,835655,1,fine
451042,9079,37,13866627762,13866,13867,True,1074298,1824297,1074298,0,830856,1,fine
451042,9079,38,13867626035,13867,13868,True,1072529,1822528,1072529,0,832445,1,fine
451042,9079,39,13868626381,13868,13869,True,1077448,1827447,1077448,0,834554,1,fine
451042,9080,32,14071626681,14071,14072,True,1074941,1824940,1074941,0,832622,1,fine
451042,9080,33,14072626325,14072,14073,True,1074793,1824792,1074793,0,832704,1,fine
451042,9080,34,14073625542,14073,14074,True,1075034,1825033,1075034,0,833489,1,fine
451042,9080,35,14074625743,14074,14075,True,1253027,2003026,1253027,0,990553,1,fine
451042,9080,36,14075755721,14076,14076,True,1078029,1183749,1078029,644279,704557,0,fine
451042,9080,37,14076626853,14076,14077,True,1918122,2668121,1918122,0,834763,1,fine
451042,9080,38,14077627614,14077,14078,True,1079967,1829966,1079967,0,832300,1,fine
451042,9080,39,14078627837,14078,14079,True,1086529,1836528,1086529,0,832340,1,fine
453042,9081,32,14234629369,14234,14235,True,1086850,1836849,1086850,0,829562,1,fine
453042,9081,33,14235631202,14235,14236,True,1087236,1837235,1087236,0,826926,1,fine
